scan_center,rounded_datetime,cellindex,x,y,Area,Temp,Mask,Power,DQF,sinu_x,sinu_y
2019-08-01T12:15:34Z,2019-08-01T12:00:00Z,5202800,-3063140.208102669,3512040.0867718784,NA,NA,35,NA,0,-10282376.564947927,4046069.9887255495
2019-08-01T12:15:34Z,2019-08-01T12:00:00Z,5208224,-3063140.208102669,3510036.069456391,NA,NA,35,NA,0,-10284157.237544585,4043073.7235749154
2019-08-01T12:15:34Z,2019-08-01T12:00:00Z,5208225,-3061136.1907871817,3510036.069456391,NA,NA,35,NA,0,-10281284.921602163,4042808.4089261456
2019-08-01T12:15:34Z,2019-08-01T12:00:00Z,5208226,-3059132.173471694,3510036.069456391,NA,NA,35,NA,0,-10278414.6742952,4042543.5165713443
2019-08-01T12:15:34Z,2019-08-01T12:00:00Z,5284187,-3009031.7405845053,3481979.827039565,NA,NA,35,NA,0,-10232379.73447945,3994491.7495600907
2019-08-01T12:15:34Z,2019-08-01T12:00:00Z,7562258,-3027067.8964238935,2640292.554534798,NA,NA,35,NA,0,-10867726.860312454,2872981.822939637
2019-08-01T12:15:34Z,2019-08-01T12:00:00Z,7562259,-3025063.8791084057,2640292.554534798,NA,NA,35,NA,0,-10865104.378704716,2872853.387793909
2019-08-01T12:15:34Z,2019-08-01T12:00:00Z,7567682,-3027067.8964238935,2638288.53721931,NA,NA,35,NA,0,-10868894.753310004,2870522.3594084056
2019-08-01T12:15:34Z,2019-08-01T12:00:00Z,7567683,-3025063.8791084057,2638288.53721931,NA,NA,35,NA,0,-10866272.567264007,2870394.106708575
2019-08-01T12:15:34Z,2019-08-01T12:00:00Z,7573105,-3029071.913739381,2636284.519903823,NA,NA,15,NA,0,-10872684.534818335,2868191.9043172235
2019-08-01T12:15:34Z,2019-08-01T12:00:00Z,7578531,-3025063.8791084057,2634280.5025883354,NA,NA,35,NA,0,-10868605.333194448,2865477.8881709115
2019-08-01T12:15:34Z,2019-08-01T12:00:00Z,7703279,-3033079.948370356,2588188.104332122,NA,NA,35,NA,0,-10905555.260383882,2809658.7892537965
2019-08-01T12:15:34Z,2019-08-01T12:00:00Z,7703302,-2986987.5501141427,2588188.104332122,NA,NA,35,NA,0,-10845625.077347074,2806838.85336386
2019-08-01T12:15:34Z,2019-08-01T12:00:00Z,7703303,-2984983.532798655,2588188.104332122,NA,NA,35,NA,0,-10843033.23266867,2806718.0079722623
2019-08-01T12:15:34Z,2019-08-01T12:00:00Z,7708726,-2986987.5501141427,2586184.087016634,NA,NA,35,NA,0,-10846767.45303907,2804402.746139079
