scan_center,rounded_datetime,cellindex,x,y,Area,Temp,Mask,Power,DQF,sinu_x,sinu_y
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,4400119,-2920854.9787030537,3808634.6494640345,NA,NA,30,127.95264434814453,0,-9790248.121436778,4489211.860264647
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,6347960,-1668344.1565233404,3089192.433204007,NA,NA,33,30.33986473083496,0,-8958498.648696315,3365329.4417913062
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,7427074,-2193396.693181076,2690392.9874219866,NA,NA,34,24.90410614013672,0,-9826093.204720596,2891126.0803373368
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,9320271,-1750508.8664583298,1990990.9443168347,NA,NA,30,40.3736572265625,0,-9710226.34555803,2073681.354626986
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,9548028,-1852713.7495481945,1906822.2170663578,NA,NA,34,21.266740798950195,0,-9856397.83343405,1983081.1047380955
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,10041969,-1137279.5679191425,1724456.6413569916,NA,NA,30,22.472829818725586,0,-9173526.535765495,1775042.823837029
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,10497334,-1640287.9141065148,1556119.1868560384,NA,NA,33,33.51934814453125,0,-9758800.815406421,1600991.7521011322
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,10502758,-1640287.9141065148,1554115.1695405506,NA,NA,33,30.189088821411133,0,-9759461.25060523,1598858.6683510456
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,11236076,520042.7519890545,1283572.8319497327,NA,NA,32,NA,0,-7642442.912678552,1305854.3407751636
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,11854767,1231468.8989871312,1055114.8579841526,NA,NA,30,34.62929916381836,0,-6975222.677999061,1072623.5194409722
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12304404,119239.28889154643,888781.4207986873,NA,NA,15,NA,0,-8137481.327807272,898470.4558770779
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12309828,119239.28889154643,886777.4034831999,NA,NA,15,NA,0,-8137858.633595094,896423.3366893248
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12315252,119239.28889154643,884773.3861677116,NA,NA,15,NA,0,-8138235.057543298,894376.3638182207
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12315253,121243.3062070338,884773.3861677116,NA,NA,15,NA,0,-8136228.554160476,894377.3294508451
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12315255,125251.34083800856,884773.3861677116,NA,NA,15,NA,0,-8132215.479573414,894379.3090306105
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12315256,127255.35815349594,884773.3861677116,NA,NA,15,NA,0,-8130208.907721647,894380.3229788364
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12320676,119239.28889154643,882769.3688522242,NA,NA,15,NA,0,-8138610.599861898,892329.5369057258
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12320677,121243.3062070338,882769.3688522242,NA,NA,15,NA,0,-8136604.115457649,892330.500230612
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12320679,125251.34083800856,882769.3688522242,NA,NA,15,NA,0,-8132591.078874911,892332.4750794381
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12320680,127255.35815349594,882769.3688522242,NA,NA,15,NA,0,-8130584.526048968,892333.4866044542
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12326098,115231.25426057074,880765.3515367368,NA,NA,35,NA,0,-8142998.125591958,890280.9816390071
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12326099,117235.27157605905,880765.3515367368,NA,NA,15,NA,0,-8140991.704086436,890281.9106031758
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12326100,119239.28889154643,880765.3515367368,NA,NA,15,NA,0,-8138985.26076037,890282.855594
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12326101,121243.3062070338,880765.3515367368,NA,NA,15,NA,0,-8136978.7952901265,890283.8166119958
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12336944,111223.21962959599,876757.3169057621,NA,NA,35,NA,0,-8147757.432181108,886186.262212956
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12342368,111223.21962959599,874753.2995902747,NA,NA,35,NA,0,-8148129.375024074,884140.0243914997
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12342371,117235.27157605905,874753.2995902747,NA,NA,15,NA,0,-8142110.343859698,884142.7434972845
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12342374,123247.32352252118,874753.2995902747,NA,NA,15,NA,0,-8136091.116729611,884145.6058050165
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12347791,109219.20231410861,872749.2822747864,NA,NA,35,NA,0,-8150506.720461501,882093.0583013067
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12347792,111223.21962959599,872749.2822747864,NA,NA,35,NA,0,-8148500.437457101,882093.9307381382
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12347793,113227.23694508336,872749.2822747864,NA,NA,35,NA,0,-8146494.133664544,882094.8190463941
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12347794,115231.25426057074,872749.2822747864,NA,NA,35,NA,0,-8144487.8087604055,882095.7232265528
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12347795,117235.27157605905,872749.2822747864,NA,NA,15,NA,0,-8142481.462421235,882096.643279123
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12347797,121243.3062070338,872749.2822747864,NA,NA,15,NA,0,-8138468.704143913,882098.5310034856
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12353215,109219.20231410861,870745.264959299,NA,NA,35,NA,0,-8150876.88405689,880047.1105698411
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12353216,111223.21962959599,870745.264959299,NA,NA,35,NA,0,-8148870.619686928,880047.9808959978
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12353217,113227.23694508336,870745.264959299,NA,NA,35,NA,0,-8146864.334544119,880048.8670551804
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12353218,115231.25426057074,870745.264959299,NA,NA,35,NA,0,-8144858.028305077,880049.7690478778
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12353219,117235.27157605905,870745.264959299,NA,NA,15,NA,0,-8142851.70064639,880050.6868745718
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12353220,119239.28889154643,870745.264959299,NA,NA,15,NA,0,-8140845.351244619,880051.6205357722
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12358640,111223.21962959599,868741.2476438116,NA,NA,35,NA,0,-8149239.921919741,878002.174508399
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12358641,113227.23694508336,868741.2476438116,NA,NA,35,NA,0,-8147233.655382341,878003.0585192925
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12358642,115231.25426057074,868741.2476438116,NA,NA,35,NA,0,-8145227.367764014,878003.9583253101
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12358643,117235.27157605905,868741.2476438116,NA,NA,15,NA,0,-8143221.058741384,878004.87392694
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12358645,121243.3062070338,868741.2476438116,NA,NA,15,NA,0,-8139208.375189565,878006.7525190659
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12358646,123247.32352252118,868741.2476438116,NA,NA,15,NA,0,-8137202.000013488,878007.7155105771
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12364064,111223.21962959599,866737.2303283243,NA,NA,35,NA,0,-8149608.344361202,875956.511218846
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12364065,113227.23694508336,866737.2303283243,NA,NA,35,NA,0,-8147602.096384873,875957.3930822279
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12364066,115231.25426057074,866737.2303283243,NA,NA,35,NA,0,-8145595.827342891,875958.2907023587
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12364067,117235.27157605905,866737.2303283243,NA,NA,15,NA,0,-8143589.536911905,875959.2040797354
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12364068,119239.28889154643,866737.2303283243,NA,NA,15,NA,0,-8141583.2247685455,875960.1332148527
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12364069,121243.3062070338,866737.2303283243,NA,NA,15,NA,0,-8139576.890589414,875961.0781082177
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12364070,123247.32352252118,866737.2303283243,NA,NA,15,NA,0,-8137570.534051088,875962.0387603468
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12369488,111223.21962959599,864733.2130128369,NA,NA,35,NA,0,-8149975.887216424,873910.9906710382
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12369489,113227.23694508336,864733.2130128369,NA,NA,35,NA,0,-8147969.657756845,873911.8703876829
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12369490,115231.25426057074,864733.2130128369,NA,NA,35,NA,0,-8145963.407246842,873912.7658227254
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12369491,117235.27157605905,864733.2130128369,NA,NA,15,NA,0,-8143957.135363102,873913.6769766418
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12369492,119239.28889154643,864733.2130128369,NA,NA,15,NA,0,-8141950.841782284,873914.6038499464
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12369493,121243.3062070338,864733.2130128369,NA,NA,15,NA,0,-8139944.526181021,873915.5464431336
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12369494,123247.32352252118,864733.2130128369,NA,NA,15,NA,0,-8137938.188235922,873916.5047567241
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12374911,109219.20231410861,862729.1956973486,NA,NA,15,NA,0,-8152348.740965155,871864.7506177558
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12374912,111223.21962959599,862729.1956973486,NA,NA,35,NA,0,-8150342.550689987,871865.6125088682
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12374913,113227.23694508336,862729.1956973486,NA,NA,35,NA,0,-8148336.3397028465,871866.4900795477
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12374914,115231.25426057074,862729.1956973486,NA,NA,35,NA,0,-8146330.1076804735,871867.3833302793
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12374915,117235.27157605905,862729.1956973486,NA,NA,15,NA,0,-8144323.854299585,871868.2922615462
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12374916,119239.28889154643,862729.1956973486,NA,NA,15,NA,0,-8142317.579236879,871869.2168738476
2019-08-07T11:15:39Z,2019-08-07T11:00:00Z,12374918,123247.32352252118,862729.1956973486,NA,NA,15,NA,0,-8138304.962772636,871871.1131435788
