scan_center,rounded_datetime,cellindex,x,y,Area,Temp,Mask,Power,DQF,sinu_x,sinu_y
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6424038,-1383773.6977241095,3061136.1907871817,NA,NA,35,NA,0,-8675590.727090903,3320299.489703689
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6424039,-1381769.6804086221,3061136.1907871817,NA,NA,35,NA,0,-8673464.272638138,3320241.0080230213
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6424040,-1379765.6630931348,3061136.1907871817,NA,NA,35,NA,0,-8671338.099390032,3320182.62238838
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6424041,-1377761.645777647,3061136.1907871817,NA,NA,35,NA,0,-8669212.206730286,3320124.3327453886
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6424043,-1373753.6111466722,3061136.1907871817,NA,NA,35,NA,0,-8664961.260714175,3320008.04121754
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6424044,-1371749.5938311843,3061136.1907871817,NA,NA,35,NA,0,-8662836.206128728,3319950.0392245403
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6424059,-1341689.3340988713,3061136.1907871817,NA,NA,35,NA,0,-8630993.421067074,3319091.472489812
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6424060,-1339685.316783384,3061136.1907871817,NA,NA,35,NA,0,-8628872.743416674,3319034.9965187465
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6429452,-1403813.8708789852,3059132.173471694,NA,NA,35,NA,0,-8698454.246131185,3318356.4581114827
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6429460,-1387781.7323550847,3059132.173471694,NA,NA,35,NA,0,-8681428.33892453,3317884.2130098976
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6429461,-1385777.7150395974,3059132.173471694,NA,NA,35,NA,0,-8679301.380475085,3317825.615297203
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6429475,-1357721.4726227717,3059132.173471694,NA,NA,35,NA,0,-8649553.331028068,3317015.3050807733
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6429477,-1353713.4379917965,3059132.173471694,NA,NA,35,NA,0,-8645308.02938858,3316901.0742223314
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6429478,-1351709.4206763091,3059132.173471694,NA,NA,35,NA,0,-8643185.787736088,3316844.1015673666
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6429479,-1349705.4033608213,3059132.173471694,NA,NA,35,NA,0,-8641063.818053262,3316787.224025061
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6429480,-1347701.386045334,3059132.173471694,NA,NA,35,NA,0,-8638942.119734557,3316730.4415429467
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6434872,-1411829.9401409351,3057128.1561562065,NA,NA,35,NA,0,-8708555.564580053,3316062.346811167
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6434873,-1409825.9228254477,3057128.1561562065,NA,NA,35,NA,0,-8706425.230385933,3316002.67022532
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6434876,-1403813.8708789852,3057128.1561562065,NA,NA,35,NA,0,-8700035.963855,3315824.2195615834
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6434884,-1387781.7323550847,3057128.1561562065,NA,NA,35,NA,0,-8683010.54105867,3315352.5880414797
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6434901,-1353713.4379917965,3057128.1561562065,NA,NA,35,NA,0,-8646891.2461734,3314370.7250909265
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6434902,-1351709.4206763091,3057128.1561562065,NA,NA,35,NA,0,-8644769.063612072,3314313.8263067487
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6440296,-1411829.9401409351,3055124.138840719,NA,NA,35,NA,0,-8710135.38586163,3313530.7017347203
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6440297,-1409825.9228254477,3055124.138840719,NA,NA,35,NA,0,-8708005.112732843,3313471.1027198248
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6440307,-1389785.749670572,3055124.138840719,NA,NA,35,NA,0,-8686718.211159483,3312880.406494376
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6440308,-1387781.7323550847,3055124.138840719,NA,NA,35,NA,0,-8684591.090290295,3312821.865050031
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6440309,-1385777.7150395974,3055124.138840719,NA,NA,35,NA,0,-8682464.25226773,3312763.419418922
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6440327,-1349705.4033608213,3055124.138840719,NA,NA,35,NA,0,-8644228.834328666,3311727.72069048
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6440328,-1347701.386045334,3055124.138840719,NA,NA,35,NA,0,-8642107.253906164,3311671.0853119083
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6445725,-1401809.8535634973,3053120.1215252313,NA,NA,35,NA,0,-8701065.385822726,3310703.313117207
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6445731,-1389785.749670572,3053120.1215252313,NA,NA,35,NA,0,-8688297.049060615,3310350.5080267983
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6445732,-1387781.7323550847,3053120.1215252313,NA,NA,35,NA,0,-8686169.988423979,3310292.0425728704
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6445733,-1385777.7150395974,3053120.1215252313,NA,NA,35,NA,0,-8684043.210563783,3310233.6728004096
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6445734,-1383773.6977241095,3053120.1215252313,NA,NA,35,NA,0,-8681916.714863094,3310175.398655193
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6445752,-1347701.386045334,3053120.1215252313,NA,NA,35,NA,0,-8643687.342449922,3309142.7551225307
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6451149,-1401809.8535634973,3051116.104209744,NA,NA,35,NA,0,-8702642.211777572,3308173.8558426285
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6451150,-1399805.83624801,3051116.104209744,NA,NA,35,NA,0,-8700513.502113959,3308114.8918134104
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6451157,-1385777.7150395974,3051116.104209744,NA,NA,35,NA,0,-8685620.519528296,3307704.8251156067
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6451158,-1383773.6977241095,3051116.104209744,NA,NA,35,NA,0,-8683494.083886137,3307646.6265766677
2019-08-12T10:05:42Z,2019-08-12T10:00:00Z,6456572,-1403813.8708789852,3049112.086894256,NA,NA,35,NA,0,-8706346.32651488,3305704.280308938
