scan_center,rounded_datetime,cellindex,x,y,Area,Temp,Mask,Power,DQF,sinu_x,sinu_y
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5718868,-1483974.5634984868,3321658.4418005617,NA,NA,35,NA,0,-8561963.301926209,3661416.0151328207
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5718873,-1473954.476921049,3321658.4418005617,NA,NA,35,NA,0,-8551216.712414846,3661040.214766336
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5718874,-1471950.4596055616,3321658.4418005617,NA,NA,35,NA,0,-8549068.366594264,3660965.4119406533
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5718875,-1469946.4422900737,3321658.4418005617,NA,NA,35,NA,0,-8546920.343133396,3660890.728011365
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5718876,-1467942.4249745863,3321658.4418005617,NA,NA,35,NA,0,-8544772.64131951,3660816.162899017
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5718877,-1465938.407659099,3321658.4418005617,NA,NA,35,NA,0,-8542625.26044078,3660741.7165244725
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5718878,-1463934.3903436111,3321658.4418005617,NA,NA,35,NA,0,-8540478.199786386,3660667.388808595
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5718879,-1461930.3730281238,3321658.4418005617,NA,NA,35,NA,0,-8538331.458646411,3660593.179672563
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5718886,-1447902.2518197112,3321658.4418005617,NA,NA,35,NA,0,-8523313.157635102,3660077.029368453
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724288,-1491990.6327604367,3319654.4244850744,NA,NA,35,NA,0,-8572379.057196528,3659049.837959314
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724289,-1489986.6154449494,3319654.4244850744,NA,NA,35,NA,0,-8570227.847134398,3658974.0658716424
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724290,-1487982.598129462,3319654.4244850744,NA,NA,35,NA,0,-8568076.965776568,3658898.4132246682
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724291,-1485978.5808139741,3319654.4244850744,NA,NA,35,NA,0,-8565926.412402203,3658822.879937481
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724297,-1473954.476921049,3319654.4244850744,NA,NA,35,NA,0,-8553029.939563373,3658372.182264607
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724298,-1471950.4596055616,3319654.4244850744,NA,NA,35,NA,0,-8550881.661970852,3658297.4822470215
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724299,-1469946.4422900737,3319654.4244850744,NA,NA,35,NA,0,-8548733.706629798,3658222.9009488407
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724300,-1467942.4249745863,3319654.4244850744,NA,NA,35,NA,0,-8546586.07282802,3658148.4382908274
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724301,-1465938.407659099,3319654.4244850744,NA,NA,35,NA,0,-8544438.759854268,3658074.094193947
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724302,-1463934.3903436111,3319654.4244850744,NA,NA,35,NA,0,-8542291.76699824,3657999.8685793243
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724303,-1461930.3730281238,3319654.4244850744,NA,NA,35,NA,0,-8540145.09355058,3657925.7613682738
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724304,-1459926.3557126364,3319654.4244850744,NA,NA,35,NA,0,-8537998.738802878,3657851.7724822364
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724305,-1457922.3383971485,3319654.4244850744,NA,NA,35,NA,0,-8535852.702047631,3657777.901842948
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724306,-1455918.3210816612,3319654.4244850744,NA,NA,35,NA,0,-8533706.982578292,3657704.1493722475
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724307,-1453914.3037661738,3319654.4244850744,NA,NA,35,NA,0,-8531561.57968926,3657630.5149921067
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724308,-1451910.286450686,3319654.4244850744,NA,NA,35,NA,0,-8529416.492675822,3657556.998624797
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724355,-1357721.4726227717,3319654.4244850744,NA,NA,35,NA,0,-8428940.93509538,3654233.4546324895
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724359,-1349705.4033608213,3319654.4244850744,NA,NA,35,NA,0,-8420419.682372797,3653962.381453736
2019-08-11T07:45:41Z,2019-08-11T08:00:00Z,5724361,-1345697.3687298466,3319654.4244850744,NA,NA,35,NA,0,-8416160.74133224,3653827.530363646
